"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","gender",,"withFamily","age","howDidYouHearAboutThis","howDidYouHearAboutThis1","whatDrewYou","whatDrewYou1","howYouArrive","howYouArrive1","parkingGood","whereLive","whereLive1","wantHappenAgain","spendMoreTimeIfTrafficFree","howMuchSpendingToday","learnAboutNewBusinesses","suggestionsComments","enterRaffleFamilyCycling","likeContactAbout","Type","Platform","Agent","Referrer"
88564038,"2014-05-05 03:41:38","2014-05-05 03:41:38","63.249.68.13","US","United States","California","Male",,1,"41-62","I just happened upon it",,"Shopping & Dining",,"Car",,"Yes","I live outside of the county",,"Yes","Yes","$100+","Yes","better parking","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564040,"2014-05-05 03:44:45","2014-05-05 03:44:45","63.249.68.13","US","United States","California","Male",,2,"41-62","Word of Mouth",,,"my wife","Walk",,,"Live Oak",,"Yes","Yes","$51-100","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564041,"2014-05-05 03:49:11","2014-05-05 03:49:11","63.249.68.13","US","United States","California","Female",,"5+","18-40","Poster/Flier",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No","good event for family who lives here in capitola. ","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564042,"2014-05-05 03:52:19","2014-05-05 03:52:19","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article| Facebook| Word of Mouth| Email/Web| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","$26-50","Yes","bike valet direction signs at all ponts of entry- especially south end. ","Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564043,"2014-05-05 03:54:33","2014-05-05 03:54:33","63.249.68.13","US","United States","California","Male",,"5+","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Car",,"Yes","I live outside of the county",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564044,"2014-05-05 03:59:16","2014-05-05 03:59:16","63.249.68.13","US","United States","California","Female",,1,"63+","Facebook",,"Closed road for walking| bicycling & playing| Shopping & Dining",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","No","downtown Santa Cruz too","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564046,"2014-05-05 04:03:16","2014-05-05 04:03:16","63.249.68.13","US","United States","California","Male",,1,"63+","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$51-100","Yes","do it at pacific mall","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564047,"2014-05-05 04:04:42","2014-05-05 04:04:42","63.249.68.13","US","United States","California","Female",,2,"18-40","Newspaper Article",,"Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564048,"2014-05-05 04:06:54","2014-05-05 04:06:54","63.249.68.13","US","United States","California","Male",,3,"41-62","Newspaper Article| Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Soquel",,"Yes","Yes","$11-25","Yes","do this again soon","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564049,"2014-05-05 04:08:06","2014-05-05 04:08:06","63.249.68.13","US","United States","California","Female",,4,"18-40","Email/Web",,"Closed road for walking| bicycling & playing",,"Bike",,,"Watsonville",,"Yes","Yes","$51-100","Yes","more","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564051,"2014-05-05 04:14:13","2014-05-05 04:14:13","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,"I live outside of the county",,"Yes","Yes","$26-50","No","more food booths| permanently close esplanade to cars","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564052,"2014-05-05 04:18:09","2014-05-05 04:18:09","63.249.68.13","US","United States","California","Male",,2,"18-40",,"live in village","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$26-50","Yes","extend the perimeter","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564054,"2014-05-05 04:24:08","2014-05-05 04:24:08","63.249.68.13","US","United States","California","Male",,2,"63+","Newspaper Article| Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564055,"2014-05-05 04:27:56","2014-05-05 04:27:56","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Word of Mouth","save our shores","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564056,"2014-05-05 04:29:33","2014-05-05 04:29:33","63.249.68.13","US","United States","California","Female",,2,"18-40","Good Times ad",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564058,"2014-05-05 04:31:57","2014-05-05 04:31:57","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article| Word of Mouth| Poster/Flier| Good Times ad","partner works for rtc","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564059,"2014-05-05 04:34:22","2014-05-05 04:34:22","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Shopping & Dining",,"Walk",,,"San Lorenzo Valley",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564060,"2014-05-05 04:36:53","2014-05-05 04:36:53","63.249.68.13","US","United States","California","Female",,1,"63+","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","No","make it grow abd keep it happening. great for families and locals","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564061,"2014-05-05 04:38:29","2014-05-05 04:38:29","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Pleasure Point",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564062,"2014-05-05 04:42:27","2014-05-05 04:42:27","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Word of Mouth","saskia lucas email and scccc presentation","Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Live Oak",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564064,"2014-05-05 04:45:09","2014-05-05 04:45:09","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","I just happened upon it",,"Closed road for walking| bicycling & playing",,,"run",,"Live Oak",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","No","advertise more!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564065,"2014-05-05 04:48:06","2014-05-05 04:48:06","63.249.68.13","US","United States","California","Female",,1,"63+","Newspaper Article| Word of Mouth",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Capitola",,"Yes","No","$11-25","No","no","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564067,"2014-05-05 04:50:00","2014-05-05 04:50:00","63.249.68.13","US","United States","California","Female",,1,"18-40",,"Friend","Free activities| music & info booths| Community and family  fun",,"Bike",,,"I live outside of the county",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564068,"2014-05-05 04:53:42","2014-05-05 04:53:42","63.249.68.13","US","United States","California","Female",,1,"0-17","Poster/Flier",,"Free activities| music & info booths",,"Bike",,,"Pleasure Point",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564069,"2014-05-05 04:54:35","2014-05-05 04:54:35","63.249.68.13","US","United States","California","Female",,"5+","41-62","Poster/Flier",,"Community and family  fun",,"Bike",,,"Pleasure Point",,"Yes","No","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564070,"2014-05-05 05:00:03","2014-05-05 05:00:03","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Community and family  fun","music","Bike",,,"Santa Cruz",,"Yes","Yes","$100+","No","better schudule of event on line. music mostly","Yes",,"Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564072,"2014-05-05 05:02:48","2014-05-05 05:02:48","63.249.68.13","US","United States","California","Female",,2,"18-40",,"from my husband","Closed road for walking| bicycling & playing",,"Walk",,,"Soquel",,"Yes","Yes","$26-50","Yes","more open streets","No","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564073,"2014-05-05 05:05:31","2014-05-05 05:05:31","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth",,"Community and family  fun",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564075,"2014-05-05 05:07:09","2014-05-05 05:07:09","63.249.68.13","US","United States","California",,,"5+","63+","Poster/Flier| I just happened upon it",,"Free activities| music & info booths",,"Public Transit",,,"I live outside of the county",,"No","No","$100+","No","yes","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564076,"2014-05-05 05:08:26","2014-05-05 05:08:26","63.249.68.13","US","United States","California","Female",,1,"0-17","I just happened upon it",,"Free activities| music & info booths",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","No","I have not and will not be spending money at the Capitola Village today","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564077,"2014-05-05 05:13:23","2014-05-05 05:13:23","63.249.68.13","US","United States","California","Male",,2,"41-62","Good Times ad",,"Closed road for walking| bicycling & playing","live here",,"from park ave",,"Capitola",,"Yes","Yes","$26-50","Yes","close off the esplanade every weekend indefinitely","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564079,"2014-05-05 05:17:59","2014-05-05 05:17:59","63.249.68.13","US","United States","California","Male",,3,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"Capitola",,"Yes","Yes","$26-50","Yes","beach games for kids","Yes","Open Streets updates and future events| Volunteer opportunities| Making a donation","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564080,"2014-05-05 05:25:13","2014-05-05 05:25:13","63.249.68.13","US","United States","California","Male",,4,"0-17",,"My mom told me.","Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No","Art| Food| Activities","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564081,"2014-05-05 05:26:53","2014-05-05 05:26:53","63.249.68.13","US","United States","California","Female",,3,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564082,"2014-05-05 05:33:05","2014-05-05 05:33:05","63.249.68.13","US","United States","California","Female",,3,"0-17",,"school","Community and family  fun",,"Bike",,,"Soquel",,"Yes","Yes","$11-25","Yes","i think you should put some shop booths like bike shop booths and bike shops so if you walked you can come home with a nice new bike and maybye some other booths ","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564083,"2014-05-05 05:38:16","2014-05-05 05:38:16","63.249.68.13","US","United States","California","Female",,3,"0-17",,"my dad told me","Shopping & Dining",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes"," you need to have food trucks and family needs to have a bigger bouth","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564084,"2014-05-05 05:42:41","2014-05-05 05:42:41","63.249.68.13","US","United States","California","Male",,1,"41-62","I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"I live outside of the county",,"Yes","Yes","$51-100","No",,"Yes",,"Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564086,"2014-05-05 05:52:16","2014-05-05 05:52:16","63.249.68.13","US","United States","California","Female",,"5+","63+","Word of Mouth",,,"we have a home down here.missystylesit@gmail.com ","Walk",,,,"san jose","No","No","$26-50","No","do not close off the streets. we who have houses in the village are under a hardship  when we can not find parking inthe village","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564087,"2014-05-05 06:00:54","2014-05-05 06:00:54","63.249.68.13","US","United States","California","Male",,2,"41-62","Newspaper Article| Facebook| Word of Mouth| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Live Oak",,"Yes","Yes","$100+","Yes","more booths| art fair| street food","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564088,"2014-05-05 06:08:19","2014-05-05 06:08:19","63.249.68.13","US","United States","California","Female",,,"63+","Newspaper Article| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes",,"$1-10","No","close   more roads ","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564090,"2014-05-05 06:12:49","2014-05-05 06:12:49","63.249.68.13","US","United States","California","Male",,3,"18-40","Newspaper Article| Facebook| Word of Mouth| Email/Web| Poster/Flier| Good Times ad| I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Shopping & Dining",,"Walk",,,"Santa Cruz",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564092,"2014-05-05 06:15:05","2014-05-05 06:15:05","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Live Oak",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564093,"2014-05-05 06:19:02","2014-05-05 06:19:02","63.249.68.13","US","United States","California","Female",,,"41-62","Word of Mouth",,"Community and family  fun",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","No","love it!  it will bring people here who would normally bypass capitola because of parking.","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564094,"2014-05-05 06:27:40","2014-05-05 06:27:40","63.249.68.13","US","United States","California","Female",,2,"41-62","Facebook","capitola times newspaper","Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564095,"2014-05-05 06:31:09","2014-05-05 06:31:09","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Word of Mouth","saskia","Free activities| music & info booths",,,"motorcycle",,"Soquel",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564097,"2014-05-05 06:34:03","2014-05-05 06:34:03","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes","more booths!  it would be so great to see this place full wall to wall with street vendors selling their wares| and education for sustainability. permaculture hands on demos?!","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564098,"2014-05-05 06:41:11","2014-05-05 06:41:11","63.249.68.13","US","United States","California","Female",,2,,"Newspaper Article",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Bike",,,"Soquel",,"Yes",,"$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564099,"2014-05-05 06:45:38","2014-05-05 06:45:38","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564100,"2014-05-05 06:49:15","2014-05-05 06:49:15","63.249.68.13","US","United States","California","Male",,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564101,"2014-05-05 06:52:42","2014-05-05 06:52:42","63.249.68.13","US","United States","California",,,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564102,"2014-05-05 06:56:09","2014-05-05 06:56:09","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Facebook| Word of Mouth| Email/Web",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","No","more awesome booths. pole dancing with janette","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564104,"2014-05-05 07:05:06","2014-05-05 07:05:06","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Word of Mouth",,"Shopping & Dining",,"Walk",,,"Santa Cruz",,"Yes","Yes","$11-25","Yes","more craft and food tables","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564261,"2014-05-05 02:40:40","2014-05-05 02:40:40","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Facebook",,,,,,,"Santa Cruz",,"Yes","Yes","$11-25","No","No","Yes","Open Streets updates and future events| Volunteer opportunities| Making a donation","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564262,"2014-05-05 02:54:35","2014-05-05 02:54:35","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article| Word of Mouth| Email/Web| Poster/Flier",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564264,"2014-05-05 02:56:52","2014-05-05 02:56:52","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Email/Web",,"Free activities| music & info booths",,"Bike",,,"Soquel",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564265,"2014-05-05 02:59:23","2014-05-05 02:59:23","63.249.68.13","US","United States","California","Male",,4,"41-62","Email/Web| Poster/Flier",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$100+","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564269,"2014-05-05 03:04:32","2014-05-05 03:04:32","63.249.68.13","US","United States","California","Male",,1,"0-17","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$1-10","Yes",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564270,"2014-05-05 03:07:50","2014-05-05 03:07:50","63.249.68.13","US","United States","California","Female",,3,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564271,"2014-05-05 03:17:07","2014-05-05 03:17:07","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Facebook",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun","Play ukulele at the bandstand","Car",,"Yes","Live Oak",,"Yes","No","I have not and will not be spending money at the Capitola Village today","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564272,"2014-05-05 03:19:42","2014-05-05 03:19:42","63.249.68.13","US","United States","California","Female",,3,"41-62","Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564273,"2014-05-05 03:22:43","2014-05-05 03:22:43","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article",,"Free activities| music & info booths",,"Bike",,,"Pleasure Point",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564274,"2014-05-05 03:25:35","2014-05-05 03:25:35","63.249.68.13","US","United States","California","Male",,3,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Live Oak",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564277,"2014-05-05 03:32:47","2014-05-05 03:32:47","63.249.68.13","US","United States","California","Female",,4,"41-62","Newspaper Article","Radio ","Closed road for walking| bicycling & playing",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$26-50","No","Restaraunt food booths","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564279,"2014-05-05 03:36:42","2014-05-05 03:36:42","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Newspaper Article| Word of Mouth| Email/Web",,"Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,,"No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564280,"2014-05-05 03:40:53","2014-05-05 03:40:53","63.249.68.13","US","United States","California","Male",,2,"41-62","I just happened upon it",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes",,"Elk grove ca","Yes","Yes","$51-100","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564282,"2014-05-05 03:47:21","2014-05-05 03:47:21","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Newspaper Article","KSCO  Good morning Monterey Bay","Closed road for walking| bicycling & playing",,"Car",,"Yes","Soquel",,"Yes","Yes","$11-25","Yes","This is great so far!","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564283,"2014-05-05 03:50:19","2014-05-05 03:50:19","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$51-100","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564284,"2014-05-05 03:53:10","2014-05-05 03:53:10","63.249.68.13","US","United States","California","Female",,2,"41-62","Facebook",,"Free activities| music & info booths| Shopping & Dining",,"Car",,"Yes","Live Oak",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564285,"2014-05-05 03:55:42","2014-05-05 03:55:42","63.249.68.13","US","United States","California","Male",,2,"18-40","Newspaper Article",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","Yes","No","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564286,"2014-05-05 03:58:39","2014-05-05 03:58:39","63.249.68.13","US","United States","California","Female",,3,"41-62","Good Times ad",,"Closed road for walking| bicycling & playing",,"Walk",,,"Soquel",,"Yes","No","$51-100","Yes",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564287,"2014-05-05 04:01:46","2014-05-05 04:01:46","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article| Poster/Flier",,"Closed road for walking| bicycling & playing| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$100+","No","Shuttle services","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564288,"2014-05-05 04:07:53","2014-05-05 04:07:53","63.249.68.13","US","United States","California","Male",,"5+","63+","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Watsonville",,"Yes","Yes","$100+","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564292,"2014-05-05 04:11:26","2014-05-05 04:11:26","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40","Word of Mouth",,"Community and family  fun",,"Car",,"Yes",,"Monterey","Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564293,"2014-05-05 04:13:08","2014-05-05 04:13:08","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes",,"Stockton","Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564294,"2014-05-05 04:15:49","2014-05-05 04:15:49","63.249.68.13","US","United States","California","Female",,3,"41-62","Poster/Flier",,"Community and family  fun",,"Walk",,,"Watsonville",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564296,"2014-05-05 04:19:54","2014-05-05 04:19:54","63.249.68.13","US","United States","California","Male",,"5+","41-62","Email/Web",,"Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$51-100","No","Love these small family events","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564297,"2014-05-05 04:23:39","2014-05-05 04:23:39","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Newspaper Article| Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing","Volunteering","Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88564298,"2014-05-05 04:31:58","2014-05-05 04:31:58","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40","Newspaper Article| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
