"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
56495195,"2013-09-18 08:23:30","2013-09-18 08:23:30","174.240.39.4","US","United States","California","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"11-15 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,"Eric","Biederman",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56495200,"2013-09-18 08:40:33","2013-09-18 08:40:33","174.240.39.4","US","United States","California","Yes","They've had little to no impact.",,"No","Definitely yes","Probably yes","Somewhat more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","Support use of paper bags for trash since people will use plastic for trash ","more than 20 years","Own",95066,"No",,68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,"Barrie","Nelson",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56495207,"2013-09-18 08:46:19","2013-09-18 08:46:19","174.240.39.4","US","United States","California","Yes","They've had a negative impact.",,"Yes","Probably no","Probably no","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Would rather see money from fee going to school district or infrastructure for scotts valley ","11-15 years","Own",95066,"Yes","Yes",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,"Laura","Boostani",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56495211,"2013-09-18 09:24:35","2013-09-18 09:24:35","174.240.39.4","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"5 years or less","Own",95066,"No","No",30,"1983-1979 (age 30-34)","Male","I would not like to be contacted",,"Aram","Hart",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545521,"2013-09-18 08:55:24","2013-09-18 08:55:24","169.233.195.254","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","Yes",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545523,"2013-09-18 09:04:01","2013-09-18 09:04:01","169.233.195.254","US","United States","California","Yes","They've had a positive impact.",,,"Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545524,"2013-09-18 09:14:50","2013-09-18 09:14:50","169.233.195.254","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545526,"2013-09-18 09:24:37","2013-09-18 09:24:37","169.233.195.254","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Don't know/ Not applicable","Makes no difference",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545527,"2013-09-18 09:49:19","2013-09-18 09:49:19","169.233.195.254","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545529,"2013-09-18 09:59:43","2013-09-18 09:59:43","169.233.195.254","US","United States","California","Yes","No opinion.",,"No","Probably yes","Probably yes","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would like to volunteer with Save Our Shores",,"scott","h",,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545530,"2013-09-18 10:07:39","2013-09-18 10:07:39","169.233.195.254","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545532,"2013-09-18 10:18:10","2013-09-18 10:18:10","169.233.195.254","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545533,"2013-09-18 10:28:10","2013-09-18 10:28:10","169.233.195.254","US","United States","California","Yes","No opinion.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,,"jim laske","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56545757,"2013-09-18 09:00:38","2013-09-18 09:00:38","169.233.194.110","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,,"shaun","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56879392,"2013-09-19 07:39:58","2013-09-19 07:39:58","70.197.6.156","US","United States","California","Yes","The fee for paper bags is too high.",,"No","Definitely yes","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"norma","wilson",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56879397,"2013-09-19 07:44:59","2013-09-19 07:44:59","70.197.6.156","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,"jordan","rausch",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56879399,"2013-09-19 08:11:56","2013-09-19 08:11:56","70.197.6.156","US","United States","California","Yes","They've had a positive impact.",,"No","Probably no","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Rent",95066,"Yes","Yes",18,"1995-1989 (age 18-24)","Female","I would not like to be contacted",,"madeline","heitman",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56879402,"2013-09-19 08:21:38","2013-09-19 08:21:38","70.197.6.156","US","United States","California","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","uses reusable bags but if forgets does not like to pay fee for bags","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56879403,"2013-09-19 08:29:09","2013-09-19 08:29:09","70.197.6.156","US","United States","California","Yes","No opinion.",,"No","Definitely no","Definitely no","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,"donna","humphries",,"Lauren Dockendorf",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890826,"2013-09-19 07:32:13","2013-09-19 07:32:13","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Save landfill space and ocean","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890835,"2013-09-19 07:38:29","2013-09-19 07:38:29","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Bring your own. No bags at all given out. ","more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would like to receive updates about this topic",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890842,"2013-09-19 07:44:54","2013-09-19 07:44:54","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Somewhat more likely to support a ban","Much more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Focus more om renewables","11-15 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890845,"2013-09-19 07:59:50","2013-09-19 07:59:50","174.240.36.45","US","United States","California","Yes","They've had a negative impact.",,"No","Definitely no","Definitely no","Somewhat more likely to support a ban","Don't know/ Not applicable","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference","Look at increase insale of ziploc bags  unintened consequences","more than 20 years","Own",95066,"Yes","Yes",45,"1968-1964 (age 45-49)","Female","I would like to receive updates about this topic",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890848,"2013-09-19 08:12:10","2013-09-19 08:12:10","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",30,"1983-1979 (age 30-34)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890861,"2013-09-19 08:22:23","2013-09-19 08:22:23","174.240.36.45","US","United States","California","Yes","They've had a negative impact.",,"No","Probably no","Probably no","Makes no difference","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","Provide an incentive for byob ","16-20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890864,"2013-09-19 08:30:16","2013-09-19 08:30:16","174.240.36.45","US","United States","California","Yes","No opinion.",,"No","Don't know","Don't know","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","No",18,"1995-1989 (age 18-24)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890875,"2013-09-19 08:34:56","2013-09-19 08:34:56","174.240.36.45","US","United States","California","Yes","They've had little to no impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890878,"2013-09-19 09:00:04","2013-09-19 09:00:04","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,,"Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Do it quick ","more than 20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890882,"2013-09-19 09:08:20","2013-09-19 09:08:20","174.240.36.45","US","United States","California",,,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890889,"2013-09-19 09:17:01","2013-09-19 09:17:01","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890894,"2013-09-19 09:34:42","2013-09-19 09:34:42","174.240.36.45","US","United States","California","Yes","No opinion.",,"Yes","Probably no","Don't know","Much more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56890896,"2013-09-19 09:38:56","2013-09-19 09:38:56","174.240.36.45","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891401,"2013-09-19 08:13:06","2013-09-19 08:13:06","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"No","Probably no","Probably no","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,"richard","webster",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891404,"2013-09-19 08:21:30","2013-09-19 08:21:30","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"linda","suggs",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891406,"2013-09-19 08:28:44","2013-09-19 08:28:44","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Makes no difference","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference","for it to be reusable","5 years or less","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"rob","mcmullen",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891410,"2013-09-19 08:44:36","2013-09-19 08:44:36","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,"stephanie",,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891412,"2013-09-19 08:51:46","2013-09-19 08:51:46","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"donna","jones",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891414,"2013-09-19 09:00:41","2013-09-19 09:00:41","70.197.8.28","US","United States","California","Yes","They've had little to no impact.",,"No","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Own",95066,,"No",25,"1988-1984 (age 25-29)","Male","I would not like to be contacted",,"travis","cone",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891417,"2013-09-19 09:05:13","2013-09-19 09:05:13","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","Yes",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"naida","valentine",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891420,"2013-09-19 09:11:30","2013-09-19 09:11:30","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"Yes","Yes",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"eric",,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891425,"2013-09-19 09:24:52","2013-09-19 09:24:52","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56891429,"2013-09-19 09:38:14","2013-09-19 09:38:14","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,"michael","browne",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56900061,"2013-09-19 09:53:52","2013-09-19 09:53:52","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Don't know","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,"ty","mcconnell",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56900062,"2013-09-19 10:07:19","2013-09-19 10:07:19","70.197.8.28","US","United States","California","Yes","No opinion.",,"Yes","Definitely no","Definitely no","Makes no difference","Makes no difference","Somewhat more likely to support a $0.10 fee","Don't know/ Not applicable","Makes no difference","id like more facts on impact on banning plastic bags as opposed to using paper","16-20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Female",,,"janine","dunn",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56900065,"2013-09-19 10:18:04","2013-09-19 10:18:04","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Own",95066,"Yes","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,"christopher","martin",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992388,"2013-09-20 08:02:39","2013-09-20 08:02:39","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Much more likely to support a $0.10 fee","support ban of plastic. should be a fee and will help people start using reusable","5 years or less","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992389,"2013-09-20 08:22:06","2013-09-20 08:22:06","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","100% for banning and a fee.","more than 20 years","Own",,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to receive updates about this topic",,"beverly","york",,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992390,"2013-09-20 08:35:40","2013-09-20 08:35:40","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Makes no difference","Much more likely to support a ban","Much more likely to support a $0.10 fee",,"Much more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","Yes",30,"1983-1979 (age 30-34)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992391,"2013-09-20 08:50:07","2013-09-20 08:50:07","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Makes no difference","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Makes no difference","go ban","more than 20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992392,"2013-09-20 08:55:52","2013-09-20 08:55:52","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992394,"2013-09-20 09:14:52","2013-09-20 09:14:52","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Makes no difference","Somewhat more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Somewhat more likely to support a $0.10 fee","in support","6-10 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would like to receive updates about this topic",,"paul","king",,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992395,"2013-09-20 09:32:05","2013-09-20 09:32:05","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"5 years or less","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Female","I would like to volunteer with Save Our Shores",,"yvette","naumu-elliott",,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
56992396,"2013-09-20 09:39:49","2013-09-20 09:39:49","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57063961,"2013-09-21 08:16:07","2013-09-21 08:16:07","70.197.8.28","US","United States","California","Yes","They've had little to no impact.",,"No","Probably no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"11-15 years","Rent",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57063963,"2013-09-21 08:25:46","2013-09-21 08:25:46","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57063964,"2013-09-21 09:13:43","2013-09-21 09:13:43","70.197.8.28","US","United States","California","Yes","No opinion.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Rent",95066,"Yes","No",25,"1988-1984 (age 25-29)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57063965,"2013-09-21 09:23:50","2013-09-21 09:23:50","70.197.8.28","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Rent",95066,"Yes","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
